Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,RoamMins
0,98,1,0,0.41,1,187.2,127,53.1,5.1
0,157,1,0,0,3,276.2,95,62,2.2
0,116,1,1,2.24,1,200.4,104,80.4,8.3
0,30,1,0,0,2,162.3,96,49,9.1
1,111,1,0,0,4,176.9,128,39,10.5
0,52,1,0,0,0,165.5,78,46,12.2
0,72,1,0,0,4,217.8,93,54,10.4
1,135,1,1,3.48,2,201.4,100,90.8,12.9
0,86,1,0,0.42,3,190.5,115,52.2,10.1
0,98,1,1,3.46,3,179.9,97,81.6,12.8
0,151,1,0,0,3,235.9,104,47,5.8
0,118,1,0,0,0,140.4,112,40,7.9
0,117,1,0,0.41,2,144.6,115,51.1,7.4
0,55,1,0,0.23,0,189,100,45.3,17.1
0,82,1,0,0,0,101,93,31,13.3
0,152,1,0,0,1,206.3,98,60,10.6
0,108,1,1,2.94,1,165.1,85,80.4,10.9
1,98,1,0,0,1,165,129,46,12.5
0,130,1,0,0,3,155.9,95,49,11.7
0,136,0,0,0,1,199.2,122,53,11.8
0,47,1,0,0,3,155.3,116,43,12.3
0,189,1,0,0,3,208.3,106,56,11.3
0,107,1,0,0,1,157.1,79,41,12.1
1,91,1,0,0,5,154.4,165,41,11.7
1,159,1,0,0,1,189.1,105,54,10.4
0,11,1,1,2.7,2,131.5,98,69,10
0,167,1,0,0,1,166.4,85,49,9.9
0,111,1,0,0.26,2,142.3,75,37.6,12.8
0,99,1,1,1.97,2,87.7,103,53.7,7.3
0,159,1,1,4.56,0,184.1,78,93.6,16.9
0,114,0,1,3.32,2,174.5,104,82.2,12.3
0,71,1,0,0,2,103.3,103,30,9
0,122,1,0,0,1,35.1,62,22,12.7
0,100,1,1,3.51,1,246.6,94,89.1,13
0,83,1,1,3.19,1,78.5,109,63.9,11.8
1,64,1,0,0,5,148.1,73,40,12.3
0,105,1,0,0,1,206.2,84,57,9
0,144,1,1,3.29,2,251.6,87,92.9,12.2
1,106,0,1,3.89,1,270.3,111,103.9,14.4
0,19,1,1,3.05,1,156.6,97,76.5,11.3
0,46,1,0,0.42,1,139.4,81,47.2,13.6
0,127,1,0,0,2,220.2,108,54,11.7
0,9,1,1,2.73,1,214.1,108,78.3,10.1
0,157,1,0,0,1,196,74,52,7.9
1,105,1,0,0,6,106.4,71,39,5.3
0,105,1,1,2.7,0,179.4,113,81,10
0,155,1,0,0.39,2,216.7,30,53.9,10.8
0,31,1,0,0,0,177.3,129,44,5.1
0,161,1,0,0,1,151.6,117,45,4
0,95,1,1,2.86,0,262.2,123,87.6,10.6
0,122,1,0,0,3,173.6,110,38,9.7
0,37,0,0,0,2,106.6,76,31,9.6
1,132,1,0,0,5,193.3,106,44,11.6
0,119,1,1,3.05,0,217.2,94,79.5,11.3
0,16,1,0,0,1,209.5,89,51,8.8
0,99,1,0,0,1,95.4,105,34,5.6
0,76,1,1,2.19,1,214.6,110,75.9,8.1
1,167,1,0,0,4,131.6,120,41,11.1
0,129,1,0,0,1,168.4,117,48,11.8
0,116,1,0,0.2,1,146.4,123,42,7.8
0,60,0,0,0,1,183,110,49,11.1
0,128,1,0,0,0,103.3,122,39,6.4
0,47,1,1,2.86,0,112.2,70,61.6,10.6
0,40,0,0,0,3,170.7,55,45,8.2
0,173,1,0,0,0,172.5,78,42,10.9
0,157,1,1,1.92,1,194.3,107,73.2,7.1
0,66,1,1,3.24,2,187.8,117,75.4,12
0,50,0,1,2.16,0,307.1,94,98.6,8
0,72,1,0,0.42,3,118.2,106,39.2,12.2
0,130,1,0,0,1,154,95,44,12.9
0,143,1,0,0.2,1,155.5,101,47,7.6
0,89,0,0,0,1,125.6,108,40,5.4
0,108,1,0,0,0,199.3,104,53,15.2
0,32,1,0,0,1,157.9,88,43,12.8
0,166,1,0,0,2,203.4,81,49,9.2
0,109,1,0,0,1,222.2,113,57,10.9
0,72,1,1,1.57,1,92.8,98,54.7,5.8
0,134,1,1,2.32,0,216.8,78,69.2,8.6
0,13,1,0,0,4,193.2,89,50,9.7
0,90,1,0,0,3,113.2,108,36,14.1
0,111,1,1,3.02,3,166.2,54,79.2,11.2
0,101,1,1,1.97,1,262.2,101,77.7,7.3
0,72,1,0,0,0,207.8,92,52,13.1
0,67,1,1,2.03,1,245.4,89,75.3,7.5
1,172,1,0,0,3,287.1,108,64,14.4
0,154,1,1,2.43,2,192.3,82,71.3,9
0,69,1,0,0.29,2,194.2,122,56.9,9.7
0,123,1,0,0.15,3,211,92,56.5,9.8
0,130,1,1,2.35,0,141.9,92,67.5,8.7
0,142,1,1,1.59,2,220.5,94,73.9,5.9
0,29,1,0,0,1,157.4,122,40,9.3
0,87,1,1,3.02,0,143.5,106,74.2,11.2
0,149,1,0,0,0,156,56,32,8.9
0,146,0,0,0,2,160.1,63,45,9.2
1,88,0,0,0,4,235.1,98,62,7.2
1,119,0,1,2.35,5,160,95,69.5,8.7
0,48,1,0,0,1,188.4,63,47,13.2
0,135,1,0,0,1,194.8,97,54,11
0,100,1,0,0,1,247.8,117,54,6.9
0,98,1,0,0,4,221.2,80,56,11.9
0,75,1,1,3.62,2,118.5,86,75.2,13.4
0,180,1,1,2.05,1,231.8,78,80.5,7.6
0,100,1,1,3.13,1,215.9,90,90.3,11.6
0,119,1,1,2.16,2,217.1,92,77.6,8
0,86,1,0,0,0,83.5,96,33,12.6
0,155,1,1,1.38,1,183.3,106,62.8,5.1
1,78,0,0,0,1,236.8,141,63,9.5
0,153,1,0,0,1,193.8,90,50,8.5
0,92,1,1,2.62,0,134,112,67.2,9.7
0,13,1,1,3.05,2,176.6,65,75.5,11.3
0,154,1,0,0,3,191.4,93,50,10.2
0,144,0,1,3.46,0,174.8,127,83.6,12.8
0,48,1,0,0.2,1,275.2,67,65,7.9
0,94,1,0,0,1,174,85,51,7.9
0,139,1,0,0,1,165,132,50,12.6
0,126,1,0,0,1,228.7,102,54,11.8
0,122,1,0,0.29,2,107.9,88,41.9,9.5
0,139,1,0,0,1,221.3,140,52,11.3
0,95,1,0,0,3,141.1,84,42,5.9
0,80,1,1,2.89,4,166.4,92,77.9,10.7
0,131,1,1,2.05,3,249.6,87,82.5,7.6
0,36,1,0,0,1,178.6,83,49,10.9
0,180,1,0,0,2,139,96,43,15.7
0,25,1,0,0,2,134.3,98,41,12.6
0,113,1,0,0,3,215.9,93,58,4.9
0,88,1,1,3.08,1,181.6,91,79.8,11.4
0,120,1,0,0,1,178.4,97,45,9.3
0,74,1,0,0,1,106.4,84,31,11.4
0,109,1,0,0,2,170.7,101,50,11.4
0,162,1,1,3.32,0,184.5,139,80.2,12.3
0,124,1,1,2.4,1,161.2,109,69,8.9
0,177,1,0,0.27,2,84.9,77,39.7,7.5
0,91,1,0,0,1,217.9,71,57,10.6
1,105,1,0,0,0,270.9,98,66,8.8
1,24,1,0,0.23,0,243,91,59.3,15.3
0,48,1,0,0,0,128.2,71,26,8.9
0,86,1,0,0,2,126.3,115,36,9.8
0,163,1,0,0.35,4,178.7,56,52.5,10.6
0,91,1,0,0.3,0,159,109,52,10.1
0,56,1,0,0,3,150.9,79,40,11.7
0,147,0,1,2.19,3,219.9,118,77.9,8.1
0,64,1,0,0.43,2,168,116,49.3,10.1
1,108,1,1,2.59,4,162.1,83,68.9,9.6
0,159,1,0,0.29,5,198.8,107,53.9,16.5
0,136,0,0,0,3,256.8,90,64,9.1
0,116,1,1,2.97,1,182.8,122,79.7,11
0,45,1,1,2.08,1,196.8,92,76.8,7.7
0,122,1,0,0.23,2,140.1,120,46.3,11.2
0,138,1,0,0,5,194.3,83,50,9
0,132,1,0,0,1,117.6,66,39,8.8
0,101,0,0,0.38,0,193.7,108,52.8,11.6
0,58,1,0,0.29,2,243.1,105,63.9,7.8
0,81,1,0,0,1,145.4,132,36,5.2
0,87,1,0,0,3,169.1,105,44,9.9
0,116,1,0,0,2,229.3,93,55,8.8
0,85,0,0,0.38,4,197.2,97,55.8,8.3
1,62,1,1,3,2,186.4,84,79,11.1
0,90,1,0,0,0,76.1,121,38,10.8
0,98,1,0,0,2,162.8,65,44,6
0,73,1,0,0,1,182.3,115,48,18
0,107,0,0,0,2,194.4,83,55,11.2
0,55,1,1,3.38,2,189.3,95,76.8,12.5
0,76,1,1,2.57,3,160.1,107,67.7,9.5
0,30,1,0,0,3,145,76,46,7.1
0,157,1,0,0,4,220.7,105,48,11.5
1,40,1,1,2.03,1,224.7,69,70.3,7.5
0,72,1,0,0.28,1,147,79,41.8,10.5
0,95,1,1,2.73,1,260.8,130,90.3,10.1
0,42,1,0,0,0,155.4,127,41,9
0,86,1,0,0.34,1,166.2,112,53.4,5.4
0,131,1,0,0.33,0,211.8,115,62.3,10.8
1,55,1,1,2.97,4,130.5,114,69.7,11
0,74,1,0,0,0,162.7,102,53,8.7
0,81,0,1,2.13,1,237.1,76,84.3,7.9
0,81,1,0,0,4,166.2,102,47,13.2
1,28,1,0,0,6,121.7,48,32,8.3
0,111,1,0,0,0,176.4,62,48,11.2
0,3,1,1,3.08,2,67.4,116,63.8,11.4
1,51,1,0,0,1,229.7,129,68,9.6
0,68,1,1,3.97,1,176,118,93.7,14.7
1,163,1,0,0.35,0,247.7,77,69.5,9.6
0,87,1,0,0.36,2,115.4,90,45.6,13.1
1,58,1,0,0,0,112.2,95,37,13.9
0,109,1,0,0.27,0,162.6,138,43.7,11.5
0,111,1,0,0,4,229.4,107,58,10.4
0,144,1,0,0,2,139.6,96,35,15
1,135,1,0,0,5,263.8,66,67,8.4
0,109,1,1,2.43,4,217.5,123,81.3,9
0,107,1,1,2.03,1,114.3,132,57.3,7.5
0,149,1,0,0,2,196.3,108,45,7.7
0,56,1,0,0.3,1,253.2,95,63,4.4
0,129,1,0,0.37,0,98,99,41.7,10.5
0,92,1,0,0,0,249.4,118,61,9.1
0,67,1,1,3.92,1,129.6,107,81.2,14.5
0,120,1,0,0,0,221.3,106,61,9.3
0,166,1,0,0.39,1,220.7,106,56.9,12.4
0,66,1,0,0.24,1,87.6,76,40.4,9.2
0,76,1,0,0,0,203.6,61,49,8.4
0,79,1,0,0,2,213.6,110,57,8.8
0,98,1,1,3.48,2,181.6,112,84.8,12.9
0,141,1,1,2.11,1,215.4,123,86.1,7.8
1,49,1,0,0,2,266.3,90,63,14
0,46,1,0,0.21,3,199.2,111,51.1,10.2
0,137,1,0,0.13,3,115,130,33.3,7.3
1,171,1,0,0,1,270.5,69,66,9.6
0,10,1,0,0.42,1,222.2,127,55.2,12.9
0,88,1,0,0,3,61.9,78,33,8.8
0,89,1,0,0,2,141.1,92,46,10.8
1,82,1,0,0,3,189.2,81,48,10.6
0,139,1,0,0,3,196,135,50,9.8
0,87,1,0,0,0,171.6,119,47,13.8
0,137,0,0,0.34,2,174,123,47.4,11.4
1,45,1,0,0,1,78.6,106,30,7.4
0,90,1,0,0,1,200.9,92,49,8.9
0,103,1,0,0,1,141.3,123,46,6.4
0,100,1,0,0.21,2,235.8,130,58.1,7.3
0,110,1,0,0,3,185.1,100,46,6.3
0,124,1,0,0,2,254.3,113,50,11.8
0,10,1,0,0,2,183,103,50,8.7
0,89,1,1,2.03,2,163.5,80,72.3,7.5
0,121,1,0,0.32,2,207.9,98,57.2,7.7
0,101,1,0,0,3,248.6,102,58,6.1
0,103,1,1,3.92,2,185.4,105,88.2,14.5
0,51,1,0,0,1,197.8,60,53,8.9
1,2,0,0,0.27,2,132.1,42,37.7,9.1
0,111,1,0,0,0,197.1,117,53,9.3
0,118,1,0,0,2,154.6,112,42,12.6
1,17,1,1,2.7,6,153.1,115,69,10
0,130,1,0,0,2,211.2,119,56,6.3
1,193,1,0,0.29,2,96.8,92,31.9,10.9
0,114,1,0,0.4,1,172,145,57,10.1
0,137,1,0,0.29,2,141.1,91,39.9,8
0,185,1,1,3.73,2,151.1,121,84.3,13.8
0,101,1,0,0,3,209.6,107,56,7.6
0,95,1,1,2.84,3,247,109,81.4,10.5
0,7,1,1,2.92,1,221.4,114,81.2,10.8
1,126,1,0,0,1,321.3,99,69,8
0,71,1,0,0,0,243.7,124,47,11.3
0,124,1,0,0,3,251.5,85,61,11.1
1,97,0,0,0.38,0,236.9,107,57.8,7.3
0,28,1,0,0,2,159.7,79,46,9.3
1,90,0,0,0,4,148.2,96,44,9.2
0,190,1,0,0,1,150.9,86,49,14.7
0,31,1,1,3.11,1,210.5,101,89.1,11.5
0,52,1,1,1.11,2,170.9,71,58.1,4.1
0,73,1,0,0,0,254.7,80,51,10.6
1,111,1,0,0,0,284.4,89,62,8.4
1,98,1,0,0,4,0,0,14,6.8
1,106,0,0,0,1,133.7,45,39,10.7
0,111,1,0,0,0,224.9,117,55,10.3
0,59,1,0,0.26,1,151.8,98,46.6,11.9
0,71,1,1,1.51,2,141.4,107,53.1,5.6
1,55,1,0,0.4,0,285.7,124,73,14.8
0,13,1,0,0,1,58.4,121,33,11.9
0,136,1,1,3.54,0,90.4,105,68.4,13.1
0,123,1,0,0.24,0,114.4,91,40.4,11
0,105,1,0,0.26,2,147.7,103,47.6,12.8
0,50,1,1,3.67,3,302.7,93,108.7,13.6
0,118,1,0,0,1,136.1,120,41,11.3
0,97,1,0,0,3,169.7,84,43,12.8
0,51,1,0,0,0,227.2,89,56,14.9
1,73,1,0,0,1,217.8,91,56,10.3
0,35,1,0,0.32,2,124.2,102,35.2,13.1
0,64,1,0,0,1,206.2,76,55,13.6
0,63,1,0,0,3,132.9,122,29,9.9
0,117,1,1,2.08,3,104.9,115,59.8,7.7
1,115,1,0,0,1,245,97,63,13.7
0,162,1,0,0,1,184.5,118,51,11.6
0,89,1,0,0,3,89.5,66,31,12.3
0,94,0,0,0.28,1,235.6,131,59.8,8.6
0,129,1,0,0,4,186,127,54,11.5
0,86,1,0,0,1,223.9,75,52,7.3
0,96,1,0,0,1,179.5,125,45,6.6
0,190,1,0,0,1,169.4,102,51,8.9
0,80,1,0,0,1,118.1,90,33,8.2
1,108,1,0,0,4,112,105,36,4.1
0,97,1,1,2.3,0,168.4,129,71,8.5
0,84,1,1,3.05,0,214.3,112,83.5,11.3
1,65,1,0,0,4,245.7,139,63,4.2
0,131,1,1,3.62,1,156.6,134,69.2,13.4
0,58,0,1,2.4,1,142.8,96,72,8.9
0,36,1,0,0.29,3,202.4,115,57.9,10.2
0,54,1,0,0,1,116.8,119,31,12
0,45,1,0,0.37,1,155.7,110,52.7,11
0,125,1,1,2.46,2,236.1,107,89.6,9.1
0,72,1,1,2.21,2,138.1,113,68.1,8.2
0,141,1,0,0.26,3,51.9,108,25.6,10.1
0,113,1,0,0,0,81.3,116,33,8.9
0,20,1,1,1.92,0,171.5,98,62.2,7.1
0,212,1,0,0,1,126,96,34,7.6
0,99,0,0,0,4,197.2,127,47,9.9
0,94,1,0,0,1,194.1,62,53,15.3
0,40,1,0,0,1,115.7,105,31,9.3
0,86,1,1,2.27,3,157.2,118,66.7,8.4
1,101,1,0,0,3,269.7,85,64,4.5
0,170,1,0,0.21,0,246.4,107,64.1,9.1
0,105,1,0,0,1,227.4,121,62,13
0,103,1,0,0.33,0,189.8,110,46.3,12.2
0,140,0,1,3.11,4,188.9,124,77.1,11.5
0,101,1,0,0.3,1,0,0,20,7.2
0,98,1,1,2.97,1,110.5,87,68.7,11
0,104,1,0,0.33,4,167.6,116,51.3,11.7
0,115,1,0,0,3,132,90,40,0
0,112,1,0,0,0,167.8,88,50,11.9
0,70,1,0,0,1,213.4,86,54,5.7
0,126,1,0,0,0,175.4,120,39,10.6
0,87,1,1,2.57,3,82.6,113,59.7,9.5
1,125,1,0,0,4,143.2,80,32,8.8
0,86,1,0,0,1,125.5,139,45,8.9
1,73,1,1,3.19,6,82.3,105,67.9,11.8
0,232,1,0,0.14,1,165.6,104,46.4,11.8
0,1,1,1,2.27,0,183.1,95,73.7,8.4
0,133,1,0,0,1,162.1,91,46,12.2
0,103,1,0,0,1,166.6,84,45,7.7
0,131,1,1,2.54,1,135.9,60,68.4,9.4
0,95,1,1,2.65,0,165.7,78,73.5,9.8
0,182,1,0,0.35,1,176.1,90,48.5,9.7
0,99,1,0,0,0,142.3,89,42,9.1
0,27,1,0,0,3,177.6,121,56,7.6
0,141,1,0,0.32,1,83.2,74,34.2,10.7
0,29,0,1,1.54,2,235,101,71.4,5.7
0,65,1,0,0,2,105.7,95,31,6.6
1,81,0,0,0,3,149.4,68,41,17.9
0,37,1,1,2.81,0,264.7,81,92.1,10.4
0,107,1,1,1.51,1,160.3,45,62.1,5.6
0,127,0,1,2.81,1,95.9,117,58.1,10.4
0,78,1,0,0.34,0,140.7,77,44.4,11.7
0,55,1,0,0,2,119.7,148,41,4.6
0,86,1,1,2.65,2,99.9,84,66.5,9.8
0,176,1,0,0,2,250.9,108,58,9.6
0,96,0,0,0,2,200.6,117,59,11.2
0,11,1,1,1.89,1,209.8,130,71.9,7
0,48,1,1,2.05,1,198,70,77.5,7.6
0,127,1,0,0,1,239.8,107,52,11.3
0,63,1,0,0.27,0,164.5,75,43.7,11.2
0,79,1,0,0,1,220.9,107,54,12.2
0,47,1,1,3.56,2,112.8,150,75.6,13.2
1,89,0,1,3,0,112.6,114,72,11.1
0,83,1,1,2.92,1,226.4,117,88.2,10.8
0,126,0,1,2.62,4,244.9,118,87.2,9.7
0,60,1,0,0.27,2,203.2,99,57.7,15.1
0,122,1,0,0,0,136.7,115,44,8.6
0,136,1,0,0,1,152.6,97,44,5
0,172,1,1,2.38,1,274.9,102,86.8,8.8
1,102,1,0,0,1,195.7,116,52,8.3
0,113,0,0,0.31,1,204.3,82,54.1,9.2
0,79,1,0,0,3,222.3,99,51,8.9
0,55,1,1,2.62,1,222.5,104,79.2,9.7
0,111,1,1,2.78,2,128.8,104,63.8,10.3
0,160,1,0,0.31,0,174.3,105,48.1,8.3
0,110,1,0,0,4,242.5,110,56,7.8
0,192,1,0,0,4,221.6,101,62,12.7
0,93,1,0,0,0,114.3,100,39,10.9
0,101,1,1,2.57,2,219.7,137,79.7,9.5
0,77,1,0,0,2,144.9,136,38,12.3
0,105,1,1,2.19,2,236.5,111,72.9,8.1
1,133,1,1,3.81,2,174,80,86.1,14.1
0,131,1,0,0,1,109.5,95,47,6.6
0,106,1,1,2.67,1,81.6,120,60.7,9.9
0,118,1,0,0,1,133.4,113,33,5.9
0,125,1,0,0,1,137.1,94,42,8.6
0,95,1,0,0,0,197,88,50,16.1
0,80,1,0,0,3,198.1,160,47,9.3
0,145,1,0,0.32,0,39.5,78,33.2,10
0,37,1,0,0,2,199.5,107,52,8.1
0,87,1,0,0,1,156.8,93,45,7.6
0,69,1,0,0,3,183.4,85,52,9
0,83,1,0,0,1,132.4,120,33,8.6
0,195,1,0,0,0,63.2,108,30,5.1
1,67,0,1,4.56,0,181.1,59,95.6,16.9
0,75,1,1,1.13,3,117.5,102,49.3,4.2
0,123,1,1,4.05,0,218.7,79,92.5,15
0,41,1,1,1.59,1,207.3,95,62.9,5.9
0,75,1,0,0,0,150.6,99,52,8.1
1,76,0,0,0.3,1,273.3,66,72,12
0,86,0,0,0,1,266.1,120,61,10.3
0,140,1,0,0.38,0,112.8,89,36.8,16.3
0,70,1,0,0,3,104.7,112,25,15.8
0,121,1,1,1.59,0,193.8,62,65.9,5.9
0,112,1,0,0,1,168.6,102,54,9.8
0,118,1,0,0,2,253.2,122,61,9.7
0,66,1,1,2.4,1,174.7,92,74,8.9
0,78,1,0,0.35,0,87,102,35.5,11
0,129,1,1,4,2,204.5,79,87,14.8
0,6,1,0,0,3,226.5,93,52,9.4
0,107,0,0,0.29,1,234.1,91,56.9,10
1,107,0,0,0,3,133.3,106,39,12.9
0,138,1,0,0.27,1,133.9,87,39.7,15.4
0,103,1,0,0,0,160.2,104,40,9.7
0,116,1,1,3,0,230.6,94,89,11.1
0,189,1,0,0,2,227.4,84,54,6.3
0,161,1,0,0,2,72.8,120,36,11.8
0,1,1,0,0.25,1,196.1,107,61.5,7
0,89,1,0,0,1,197.1,110,48,12.8
0,64,1,0,0,1,219.6,126,64,9.7
1,126,1,1,3.46,4,153.4,90,73.6,12.8
0,129,1,0,0,2,216,85,53,4.9
0,128,1,1,2.92,0,222.9,136,90.2,10.8
0,81,1,1,3.16,3,115.9,120,71.6,11.7
0,114,1,0,0,1,189.8,101,45,10.6
0,50,1,0,0,0,154.7,102,52,11.1
0,86,1,0,0,3,136.4,104,41,11.5
0,96,1,0,0,1,170.5,86,53,12.2
0,72,1,0,0.27,0,272.4,88,58.7,12.7
0,64,1,1,1.59,8,210,116,71.9,5.9
0,57,0,1,3.29,2,236.5,94,87.9,12.2
0,65,1,0,0,2,153.9,117,45,8.5
0,163,1,0,0,1,223,120,58,8.8
0,136,1,0,0.36,2,252.4,74,61.6,10.7
0,116,1,0,0,1,197.9,84,48,12
0,93,1,0,0.17,3,152.4,74,51.7,6.6
0,142,1,1,2.48,3,237.4,105,80.8,9.2
0,92,1,0,0,1,265.6,82,61,8.6
0,70,1,0,0,1,197.3,91,60,6.7
0,22,1,1,1.13,1,199.1,100,64.3,4.2
0,37,1,0,0,2,233.7,114,58,12
0,51,1,0,0,1,183.1,99,45,7
0,174,1,0,0.22,2,139.4,96,38.2,10
1,68,1,0,0.21,1,213.9,112,61.1,8.4
0,130,1,0,0,1,207.1,70,53,12.4
0,104,1,0,0,2,139.7,78,41,11.3
0,134,1,0,0.35,2,177.2,91,53.5,8.9
0,108,1,1,2.57,2,169.8,136,69.7,9.5
0,103,1,0,0,3,173.5,83,51,9.7
0,62,1,0,0.29,1,159.9,100,44.9,5.6
0,162,1,0,0.28,2,115.1,89,39.8,11.4
0,93,1,1,3.38,2,136.8,113,72.8,12.5
0,42,1,0,0,1,92.2,108,34,13.1
0,155,1,1,3.62,2,243.9,112,89.2,13.4
0,36,1,0,0,0,117.1,94,40,9
1,143,1,0,0,0,223.3,99,53,4.5
0,197,1,0,0.24,3,154.8,111,43.4,10.6
1,81,1,0,0,1,261.4,141,63,8
1,138,0,0,0,4,46.5,104,24,9.6
1,103,1,1,3.11,0,149.9,84,72.1,11.5
1,127,0,0,0,2,242.2,102,61,13.9
1,136,1,0,0.31,1,259.4,99,62.1,10.7
0,99,1,0,0.33,2,222.4,102,57.3,12
0,95,1,0,0,0,69.4,79,29,8.9
1,118,0,1,3,4,156.5,122,75,11.1
1,113,1,0,0,5,61.2,111,19,13.7
0,128,0,0,0,0,245.2,112,51,10.7
0,117,1,0,0,3,102.3,100,29,15.7
0,48,1,1,2.05,3,230.9,92,74.5,7.6
0,81,0,0,0.25,0,227.4,105,59.5,11.9
0,57,1,0,0.19,1,192.8,68,48.9,12.7
0,140,1,0,0.26,1,162.6,98,48.6,8.2
0,107,1,1,2.97,2,219.4,92,82.7,11
0,56,1,0,0,1,137.2,111,38,14.3
0,159,1,0,0,1,87.7,103,39,10.5
0,102,1,0,0.33,1,271.1,80,64.3,10.3
0,107,1,0,0,1,103.4,94,34,14.4
0,106,1,0,0.24,2,52.2,106,30.4,11.4
1,225,1,0,0.3,0,165.4,106,55,8.7
0,75,1,0,0,2,147.5,110,42,16.4
0,86,1,0,0,0,217.8,93,56,11.3
0,169,1,0,0,1,235.7,79,52,13.3
0,122,1,1,2.32,2,204.5,92,70.2,8.6
0,106,1,0,0,0,178.4,143,52,9.6
0,52,1,1,3.65,2,130.1,68,80.5,13.5
0,79,1,1,4,2,103.7,100,78,14.8
0,135,1,0,0.17,2,239.9,91,57.7,5.9
0,70,1,0,0,0,148.4,110,48,8.9
0,80,1,0,0,2,148.6,106,44,10
0,37,1,0,0,0,191.1,69,44,12.9
0,161,1,1,1.97,1,218.5,76,66.7,7.3
0,137,1,0,0.36,1,97.5,95,37.6,0
0,123,1,0,0,0,128.7,126,32,10.8
0,80,1,1,2.57,2,236.6,69,83.7,9.5
0,94,1,0,0,0,85.9,113,34,15.6
0,105,1,1,3.08,1,141.2,96,69.8,11.4
0,73,1,1,3.11,0,194.4,104,80.1,11.5
0,112,1,0,0,2,167.6,100,42,17.3
0,179,1,0,0.32,1,234.5,134,57.2,6.1
0,57,1,0,0.31,1,154.2,78,46.1,10.1
0,127,1,1,3.13,1,143.2,99,70.3,11.6
0,122,0,1,3.43,1,216.4,80,93.3,12.7
0,33,1,1,2.3,1,161.9,85,64,8.5
0,94,1,0,0,3,118.7,90,38,10.4
0,100,1,0,0,1,179.1,123,48,10.2
0,106,1,0,0,2,147.9,97,43,8.8
0,148,1,1,4.46,2,209.2,110,90.6,16.5
0,120,1,1,2.86,0,244.3,140,97.6,10.6
0,91,1,1,1.51,1,175.3,96,68.1,5.6
0,86,1,0,0,1,150.5,92,36,9
0,78,1,1,3.56,0,197.4,73,94.6,13.2
0,94,1,0,0,1,163.5,136,41,12.6
1,85,1,0,0,2,236.9,93,58,11.4
0,89,1,0,0,1,82.3,77,29,7.2
0,128,1,0,0,1,216,111,50,12.7
0,115,0,0,0,1,180,119,48,12.4
0,76,1,0,0,1,143.7,55,40,5.8
0,75,1,1,3.05,1,198.2,107,88.5,11.3
0,90,1,1,3,2,185.6,106,81,11.1
0,30,1,0,0,3,137.6,108,38,5.8
1,105,0,0,0,1,273.9,119,71,10.9
0,102,1,1,1.7,3,125.3,92,51,6.3
0,83,1,0,0,3,178.8,102,45,8.6
0,63,1,1,2.21,0,214.9,86,76.1,8.2
0,155,1,0,0,2,163,93,46,15.1
0,82,1,1,2.38,2,163.8,77,63.8,8.8
0,87,1,0,0,1,189.5,113,50,13.4
0,115,1,1,1.22,0,155.2,110,59.2,4.5
1,99,0,0,0,0,242.3,102,72,11.3
0,121,0,1,2.35,3,254.1,127,82.5,8.7
0,54,1,1,3.05,2,112,90,67.5,11.3
0,105,1,0,0.24,3,115.5,73,45.4,13.3
0,73,1,0,0.34,1,137.1,102,45.4,11.1
0,95,1,0,0,0,198.4,113,54,10.1
0,21,1,1,3.48,3,132.7,94,74.8,12.9
0,163,1,1,3.73,2,219.6,99,93.3,13.8
0,57,1,0,0,0,169.6,96,49,11.2
0,104,0,0,0,4,160.4,73,53,12.6
0,83,1,1,3.02,0,95,89,61.2,11.2
0,141,1,0,0.24,2,160.1,87,52.4,7
0,95,1,0,0,3,194.6,114,53,3.8
1,184,1,0,0,1,236.4,73,65,13.8
0,74,1,0,0,2,157.1,95,45,7.6
0,67,1,0,0,0,179.8,125,46,10.9
0,104,0,0,0,0,148.2,108,39,11
0,71,1,1,3.21,1,183.2,103,81.1,11.9
1,149,1,0,0,4,119.2,88,35,12.2
0,154,1,1,2.59,0,224,102,80.9,9.6
0,138,1,1,2.13,0,19.5,149,37.3,7.9
0,117,1,0,0,1,184.8,83,53,9.6
0,130,1,0,0,1,176.3,140,48,11.3
0,73,1,0,0,2,241.7,115,56,11.1
0,100,1,1,2.65,0,224.7,121,90.5,9.8
0,149,1,0,0.37,1,207.3,115,56.7,8.6
0,29,1,0,0,2,196.8,81,48,12.7
0,131,1,0,0,1,110.9,74,29,15.8
0,153,1,0,0,2,122.5,145,45,8
0,84,1,0,0.14,2,226.9,144,57.4,13.2
0,133,1,0,0,2,187,65,44,10
0,112,1,0,0,0,170.5,113,46,11.2
0,87,1,0,0,0,204.8,101,49,9.5
0,72,1,0,0,2,165.9,114,49,12
1,66,1,0,0,4,154,133,44,9.5
0,65,1,1,2.4,1,158.1,104,79,8.9
0,74,1,0,0.45,2,225.2,93,61.5,9.1
1,116,1,0,0,6,159.4,79,43,9.7
0,68,1,0,0.2,2,172.7,95,44,11.7
0,68,1,0,0.11,3,222.8,99,54.1,11
0,54,0,0,0,1,214.1,77,57,10.1
0,99,1,0,0,1,54.8,92,25,7.5
0,107,1,0,0,3,134,104,38,7.3
0,124,1,0,0,1,184.8,74,47,10.5
0,95,1,1,3.05,3,283.1,112,103.5,11.3
